id;user_login;created_at;description;display_name;view_count;broadcaster_id
644224226;toblartv;2021-01-31T15:50:22.662017Z;Hey DU! Willkommen auf meinem Twitch Profil! Ich bin Tobi, 25 aus Velbert. Die Community steht an erster Stelle, so veranstalte ich Turniere oder spiele mit euch auf Community Servern!  Sei auch du Teil meiner neuen Community! Ich freu mich über jeden Viewer. Jeden Tag ab 9 Uhr LIVE! ;ToblarTV;13513;2
457474446;rey_raven;2019-08-27T13:43:44.528565Z;sleepy two-dimensional bird boi plays games;Rey_Raven;632;2
147214133;jila_34;2017-02-07T21:30:59.657752Z;Salut à toutes et à tous ! Moi c'est Jilali mais vous pouvez m'appeler Jila ! Bienvenue sur ma chaîne Twitch, j'aime les jeux-vidéos, le sport, culture... BREF un peu de tout ! En espérant que vous prendrez tout autant de plaisir que moi à regarder mes lives !;Jila_34;12654;2
115484737;ebrenntv;2016-02-11T07:22:09.70191Z;Dark Souls Invader. Not the best nor the most skilled, but what I try to bring is a bit of creativity to Pvp.  While I get my arse kicked a lot, every once in a while I pull off something truly epic. So make sure keep your eyes glued to my stream, or you might miss something awesome.;ebrenntv;44071;2
44427028;kazuyajohnson;2013-06-06T22:20:47.362328Z;Gamer/Dancer;KazuyaJohnson;39342;2
135417467;inkozlive;2016-09-25T22:37:59.898966Z;"Streamer de variedad haciendo chistes ""poco correctos"" con mi gente, antes era de esos pesaos que no te dejaban salir del spawn en el Black Ops 2, pero ahora mis seguidores se burlan de mi por que no termino los juegos :(";InkozLive;13471;2
75904522;vialiti;2014-11-25T08:17:59.728321Z;"Hi ^^I stream mostly Apex,Destiny 2, but I also play other games :3Don't forget follow me :)❀ ❀ ❀ ❀ ❀ ❀ ❀ ❀ ❀ ❀ ❀ ❀ ❀ ❀ ❀ Не забудьте подписаться ;)";Vialiti;36968;2
419370941;sourpumpum;2019-02-25T11:31:54.900138Z;;sourpumpum;1226;2
537180223;iamkylex;2020-05-29T20:27:45.98055Z;He/Him | Casual variety streamer with a Scottish tongue. Jigglypuff and Lara Croft obsessed. Be positive, be kind and be yourself. Kylepuff designed by  SquigglySwiggly. Header designed by  Cryptidcharlie. Kyle Croft designed by EveCinua.;IAmKyleX;9650;2
134516627;rick3000x;2016-09-12T00:59:04.515716Z;Bem vindo ao meu canal de lives. Estou aprendendo a jogar Valorant, mas eventualmente terá live de outros jogos. Sou de SP, tenho 21 anos e faço aniversário dia 10/02. Segue, vai ser legal :);RICK3000x;925;2
538834736;omaruyuu;2020-06-02T21:59:08.631369Z;I’m an EN VStreamer. I’m mainly here just to have fun, play games and talk to chat! ;OmaruYuu;1105;2
134590901;pizzatime25;2016-09-13T05:17:33.793263Z;I play a variety of games by myself or with my friends! I appreciate you checking me out! I love all my viewers and followers and I am eternally grateful for you all!;pizzatime25;4216;2
133100154;capgon;2016-08-25T09:03:24.408887Z;DBFZやってます！黒悟空／ナッパ／Zブロリー　綾崎ハーマイオニーI am Japanese so I can hardly speak English, but please be friends with me. Please follow me on Twitch if you like.;かぷごん;6843;2
88967858;zekkenxxiii;2015-04-19T12:28:09.857574Z;Amante dei Souls-like e delle sfide! Venite a farmi compagnia e a chiacchierare.;ZekkenXXIII;19245;2
586303794;inthegras;2020-09-22T15:01:03.692142Z;🌧Estudiante de Bellas artes🌧Apex, lol, among us, r6, un poco de todo y como siempre haciendo el tonto con amigos y seguidores;inthegras;6394;2
213239637;slappynuts;2018-04-10T12:09:40.880209Z;I mainly stream souls game but play other games from time to time! Come and hang out!;slappynuts;43146;2
100647369;8ounty;2015-08-26T13:34:59.405712Z;The community with the BEST BEARDS on Twitch🤗🧔  🔸  Variety Streamer  🔸  Charity Streamer  🔸  🔴LIVE - MON / TUES / WEDS / FRI  🔸  Gamer Dad / Viking / Beard 🧔  📧 Business enquiries to: 8ountygaming@gmail.com;8ounty;21893;2
29643948;suiruuydan;2012-04-08T23:55:29.037075Z;Hi I like to Play games :^);Suiruuydan;91382;2
130937425;itskite301;2016-07-31T04:31:04.780137Z;DBFZ enthusiast ;itskite301;2695;2
490398215;sikusiku;2020-02-04T23:55:01.040322Z;Beat Saberをやってます。リクエスト大歓迎！！;sikusiku;38794;2
481668681;kf_lawless;2020-01-01T21:50:20.97318Z;We getting mixed on;KF_Lawless;2248;2
73836935;yotekno;2014-10-26T22:53:23.571577Z;Artist and Esport Player !;Yotekno;5098;2
108758615;sarugang;2015-12-05T14:34:46.308386Z;Stream Underground;SaruGang;5339;2
648713158;lockfps_;2021-02-11T03:29:07.729566Z;;Lockfps_;130211;2
31074047;taser9001;2012-06-05T19:07:49.942934Z;Taser9001: noun. An idiot who plays games for fun and entertainment, but inadvertently gets angry at them whenever anything goes wrong. ;Taser9001;12890;2
83643226;jawnymcphearson;2015-02-24T06:44:26.838726Z;Hello my name is Jim and I am a 30 year old father of 4 that is right in the Philly suburbs. Big shoutout to yoMetaphor for helping me get my page looking good. Check his stream out for great advice!;jawnymcphearson;4576;2
503774806;jiggly_peach;2020-03-25T20:24:39.832059Z;Hi I'm Jiggly (she/her), I'm a variety streamer based in London. I love beautiful indie games and play whatever I feel like, from time to time you can catch my partner Peachy (she/her) on stream too! Always happy to take game requests, come hang and chill. ;Jiggly_Peach;10263;2
41676276;austrim0;2013-03-24T17:11:38.667042Z;i stream switch games and some old good nostalgic games ranging from NES to 360 and ps3. Currently trying to make money to pay off vet bill. My cat was put in the er on New Years day for a urinary issue. He has stones in his bladder. Please visit https://gofund.me/8d05bb13;Austrim0;2859;2
190824624;femzilla;2018-01-15T00:08:41.578652Z;"Here for a good time & a long time, incredibly bad at competitive games but I have fun doing it 😂😂 Love Anime Music Art & good vibes, stick around if you're down for that &lt;3";femzilla;1427;2
26430850;carloshedz;2011-11-27T22:43:40.018597Z;Mi nombre es Carlos, soy de México, amante de los videojuegos, espero que se la pasen bien.;carlosHEDZ;5513;2
167466839;borgito_04;2017-07-30T15:21:58.059265Z;Canal principal de DBFZ. Caster y creador de contenido, main team: FULL BLUE. Comunidad de Dragon Ball Fighter Z de Whatsapp y Liga Fighter Z. ;Borgito_04;2202;2
507288563;braveragame;2020-04-02T14:08:50.005933Z;Sejam todos Bem Vindos (a) ao meu Reino meus Asseclas, a ideia aqui e formar uma comunidade participativa, e que saiba levar as lives numa boa, na cordialidade e bom humor! Jogador de Soulslike, Metroidvania, Rpgs! lives todas as manhãs das 7:30 as 13:00!;BraveraGame;28158;2
83270017;vaash;2015-02-20T22:13:38.778923Z;Hey guys, I'm Vaash, i love to play D2 competitively and carry people for free in Comp/Trials. Come say hi and enter my free raffles for a chance to go flawless. :);Vaash;50262;2
182540803;josa_olais;2017-11-20T05:07:51.399824Z;Un pequeño espacio para interactuar con ustedes, pasar por mi canal de youtube JosAs Fosa para ver los resúmenes de los stream y mas contenido.;JOSA_olais;3413;2
107841620;thundernightx;2015-11-23T22:07:10.886579Z;Variety Streamer - Egal ob Dark Souls, 2D Platforming oder entspannte Games zusammen mit der Community, hier gibt es für jeden Geschmack etwas zu sehen. Immer passend bekommt ihr hier den Raum für konstruktive Diskussionen zu aktuellen & persönlichen Themen! ;ThundernightX;22052;2
52386530;pyrogato64;2013-11-30T00:36:37.927599Z;Que tal soy Pyro (muchos lo pronuncian como piro o pairo pero de las dos maneras esta bien).  Resumen de mi canal? Gatos, malos chistes, buenas vibras y  videojuegos. Streamer afiliado desde Agosto 2018.  Bienvenido seas y diviértete somos buena gente por aqui! ;PyroGato64;63480;2
90027505;linoea;2015-05-02T03:27:09.555169Z;FR/EN 23yo | Des RPG, du Mario Kart, des jeux solos ou multi, bref un peu de tout en fonction du mood. Stream quotidien le matin et parfois en soirée ! Skill et setup MK validé par JC. ;Linoea;3961;2
557088807;kmittentv;2020-07-21T16:12:29.594646Z;Hallo und Herzlich willkommen auf meinem Kanal. Ich bin Kmittentv, ihr könnt mich aber auch ruhig David nennen! Wir werden verschiedene Games auf diesen Kanal zocken, obwohl der Fokus meist bei CSGO liegt.Kommt rein und genießt die gute Laune, den Frust und das ab und an vorkommende Gerage :D;KmittenTV;1487;2
47891965;itzrandomlytv;2013-08-21T02:05:22.623999Z;I just play games.;ItzRandomlyTV;8329;2
99510909;rhydian_crescent;2015-08-17T14:36:59.443661Z;Hey guys! My name is Rhydian, (You can call me Rhy) and I live in Australia. I am 21 years old and love to play games. I stream a wide variety of games and absolutely love to chat, so don't be afraid to say hi or ask me any questions you have~;Rhydian_Crescent;18486;2
67207391;fexoplays;2014-07-25T10:40:28.018946Z;I'm Felix, born and living in Germany and 18 years old. I love to play Videogames and streaming them! Most of the time you will see Nintendo or PC Games in my Streams.;FexoPlays;4836;2
418339874;dasierkin;2019-02-21T18:07:44.127668Z;Top-Tier Casual;DaSierkin;1676;2
233933044;louie_oh;2018-06-25T05:04:14.063455Z;여긴 무슨일로 오셨어요 !?;Louie_OH;25626;2
36976030;altf4remedy;2012-10-17T03:09:37.314663Z;Ardie - Variety Stream Monster Hunter Main and random things / Be sure to follow Social for updates! welcome to Cart Express!;AltF4Remedy;83781;2
87941688;droid_fr;2015-04-08T19:08:03.065096Z;Hey, bienvenue ! Un petit café ?!;Droid_FR;31432;2
589012292;astranomich;2020-09-27T08:06:57.885135Z;✨12+ HOUR STREAM IS ON TUESDAY MAY 11TH AT 1PM PST✨🛸👽 Alien Idol Astra Nomi reporting in~! ✨  Gaming! Art! Human Studies...? We come in peace! 🖖;AstraNomiCH;15881;2
580568389;mikescj;2020-09-08T18:32:17.279106Z;Olá eu sou o Mike do Canal Curtindo Jogos sou de Vila Velha - ES! Curtindo todo tipo de JOGO! Tento abrir sempre a Live de Segunda à Sexta pela manhã a partir de 9h! Mas abriremos a noite sempre que eu estiver livre! Digite: !comandos !loja !discord !donate !picpay !pix;MikesCJ;2741;2
44950219;leleux;2013-06-19T15:52:12.010506Z;LELEUX™ EMPIRE;LELEUX;2935;2
138429356;hwakmah;2016-10-31T20:34:38.53299Z;확마입니당;확마;171693;2
483977218;tonispielt;2020-01-06T09:31:04.165176Z;Fast Täglich ab 20 Uhr !!!! ;ToniSpielt;1428;2
100686868;syncro;2015-08-26T20:38:23.545678Z;My name is Syncro or Haris and i'm a full time streamer and content creator. Cracked at gaming since 1995 | AdvancedGG Partner;Syncro;182282;2
409738933;mostar91;2019-01-15T20:26:23.390255Z; Hallo und herzlich Willkommen auf meinem Kanal du Schlingel! 🙂👋 Ich bin der Mo, bin 29 Jahre JUNG und liebe es, mit euch zu zocken. Wenn du eine lustige Community suchst und Bock hast, mit uns zu zocken, bist du hier goldrichtig!;mostar91;2588;2
99250223;eldel_;2015-08-14T20:39:30.059519Z;Hi there and welcome!!!! Take a sit and enjoy the interaction with this friendly community, accompanied by over the top gameplay and lots of laughs!!! Everyday 7am CET.;Eldel_;70591;2
112555188;kryptic80;2016-01-12T18:38:15.199036Z;shut up stupid ;kryptic80;36960;2
45947197;pricelessnightmare;2013-07-12T03:37:02.671598Z;I stream a lot of mario and nintendo games;PricelessNightmare;28735;2
36849409;leelive;2012-10-12T18:42:09.633817Z;Herzlich Willkommen auf meinem Twitch Kanal LeeLive, hier dreht sich alles um großartige Unterhaltung, ob Gaming, Quatschen, Reactions oder Hauseigene Turniere an denen jeder aktive Follower Teilnehmen kann. Viel Spaß und eine angenehme Zeit mit der Community und mir! :D;LeeLive;25437;2
600667776;kaimatv;2020-10-27T20:37:04.285367Z;Hallo Leute und Herzlich Willkommen auf unserem Kanal KaiMaTV, hier erwartet euch toller Content im Bereich Gaming natürlich wird bei uns nicht nur Gameplay großgeschrieben, sondern die Unterhaltung und das Integrieren mit unseren Fans und Zuschauern ist uns neben dem Gameplay genauso wichtig. ;KaiMaTV;1857;2
642996696;sasori981;2021-01-29T14:35:04.959144Z;Benvenuti nel mio canale, sono un ragazzo solare che vuole condividere la propria passione per i videogiochi;Sasori981;1655;2
65781567;raginggirlgam3r;2014-07-07T03:58:16.62034Z;"""I AM THE QUEEN OF RAGE 👑 😤""| ARMY VETERAN 🇺🇸| VARIETY STREAMER 🎮| INTERACTIVE STREAMER|BINX PARTNER| AND HERE TO MAKE YALL LAUGH";RagingGirlGam3r;140795;2
86770503;poochkips;2015-03-29T00:09:11.075853Z;Just a pooch playing for fun. I'm not very good with this kind of stuff yet :c I also tend to be a bit on the shy end and i've always had a hard time meeting new people. I tend to play just about anything, and am very open to trying new stuff. If you're ever in chat, say hi! I don't usually bite :P ;Poochkips;2045;2
461977365;clubs_on_xbox;2019-09-12T16:54:25.396299Z;Welcome! My name is Clubs. Thank you for taking a peek at my channel. I'm an Xbox ambassador. My role as an ambassador is to help make our Xbox community more enjoyable for everyone. That being said, I have a dirty mouth, I make disgusting jokes, and I'm weird as ****. Let's Play!;clubs_on_xbox;3818;2
219010983;plagabr;2018-05-07T05:06:55.7143Z;Me disseram que sou tão sem graça que sentem vontade de rir... talvez tenham razão, só sei que o velho da praça já passou por aqui várias vezes, uma hora ele não resiste e fica! ...Vem porque aqui é coração de mãe!!!;PlagaBR;7548;2
489156802;chevalieraurum;2020-01-30T18:33:59.403143Z;schedules are hard;ChevalierAurum;927;2
158198546;s_miller;2017-05-28T17:39:41.943616Z;Всем привет, меня зовут Miller. Это развивающийся канал о компьютерных играх разных жанров. Не проходи мимо, подписывайся.;S_Miller;3712;2
46181701;skulluwu_;2013-07-16T15:31:09.817518Z;Just an up an comin streamer trynna figure out wtf is going on lol;SkullUwU_;4280;2
415673321;morsymc;2019-02-10T17:44:16.880656Z;Rapero y Gamer, si quieres risas, lloros y diversion este es tu sitio.;MorsyMC;43916;2
511706387;phantom_tsf;2020-04-10T10:58:35.907975Z;Just your average try hard with no skills.                                                                    Big part of Team Clap and the Clap Army.;Phantom_TsF;6765;2
254192027;captainpurry;2018-09-02T03:13:53.566717Z;Mi nombre es José Miguel, soy de Antofagasta, amante de los juegos de pelea, creación de overlay con movimiento y las bromas :P;captainpurry;13202;2
476325253;itsjeanesy;2019-12-06T01:47:49.508843Z;Confusion? Rage? Queerness? All of that and more on my Twitch Channel!! G'day, I'm Jeanesy, and this is where I stream 5 nights and 2 days a week, I stream a variety of games, some more than others. Stick around, if you dare!!;ItsJeanesy;11168;2
119938014;ydrops;2016-03-27T05:35:21.498427Z;Content Creator // Use code: AlienDrops // Follow, subscribe, or donate to support // Join the AlienSquad! // Over 100,000 Supporters!;yDrops;52762;2
150115881;ninshado;2017-03-11T16:28:46.892114Z;Sup, I'm a speedrunner who almost entirely focuses on mario platformers. My main games are currently Odyssey and the Galaxy games but I will definitely be branching out in the future and am in the process of learning new games all the time. Thanks for dropping by!;NinShado;5159;2
124214107;lonelexitheslowgamedev;2016-05-14T12:22:38.33426Z;Just some person who is crap at playing games, but slightly better at making them.(she/they);LoneLexiTheSlowGameDev;1485;2
59730200;mrchrom3;2014-03-27T15:36:10.319553Z;Hi there & welcome to the stream!My name is chris and the community knows me as MRCHROM3. I am a former Mixer streamer with over 5k followers and started gaming at a very young age with my first home computer being the spectrum 48k (google that if you have no idea). ;MRCHROM3;15177;2
32841511;ktwn;2012-08-08T15:45:07.883416Z;;kTwn;14030;2
79166180;dweltcoffee;2015-01-07T17:15:15.62065Z;Get some Dwelt in your cup, grab a brew and watch along. Lurk or chat, I'm just glad you're here. I'm a variety gamer so play all types of games and I'm happy to take suggestions for any games 😊 IT'S COFFEE TIME!!;DweltCoffee;2308;2
470258641;pistoleeee1991;2019-11-01T03:16:42.455952Z;Hey begeisterte Streamer und WatcherSchaut vorbei und lasst uns gemeinsam einen geilen Stream haben, denn wie ihr wisst ist Support kein Mord :)Grundsätzlich spiele ich alles bzw. lasse dort mit mir reden.Kommt und steigt bei der Army mit ein.;pistoleeee1991;8827;2
423674681;kingderw33d;2019-03-15T16:33:25.298124Z;ONLY ZOMBIES BLACK OPS 1 & 2;kingderw33d;3043;2
501688042;trellcapalots;2020-03-21T01:39:48.164983Z; l HUMBLE💲l ;trellcapalots;4642;2
499469127;keisathecuddly;2020-03-14T21:58:09.711325Z;(っ◔◡◔)っ ♥ Heyo all! Welcome to My Streams ♥ Pretty cool right? ♥ Playing All The Games and Bad Jokes all the time ♥;KeisaTheCuddly;23871;2
541051772;hodussss;2020-06-08T11:25:05.435712Z;쫄보에 발컨 겜순이의 환장대잔치!;호두쓰;42513;2
113657212;smokeywildride;2016-01-23T19:14:01.354041Z;Let's Play some games. Come Chill. I play tons of different games. Hope you enjoy. ;smokeywildride;530;2
80675665;the_dodo_b1rd;2015-01-23T22:06:45.837227Z;I mainly play destiny 2 and try to be live every other day. I have my M.B.A., a B.S. in accounting and a minor in photography.  Business inquiries: dodobirdbusiness@gmail.com;The_Dodo_B1rd;51499;2
66240723;uhhdanny;2014-07-13T07:34:54.182782Z;;uhhDanny;14437;2
498666919;corrugatornut428;2020-03-11T16:49:50.627361Z;I love playing and streaming BO2 ZOMBIES and a variety of other games. I also love interacting with the chat. I also love to play with viewers.   ;corrugatornut428;9706;2
160563661;phantomizedd;2017-06-17T23:10:05.465565Z;;phantomizedd;16546;2
619227695;lifegambit;2020-12-11T19:22:27.709017Z;Used To Chop Onions, Now I Chop NPCs.The Gaming Chef, or The Cheffing Gamer. Let's have a laugh and catch a vibe!;LifeGambit;1706;2
638077636;sapnapalt;2021-01-18T10:37:54.571941Z;;sapnapalt;2317717;2
22916592;bradyyy;2011-06-12T14:00:29.11848Z;Bradyyy streams a variety of games, some spooky, some action packed, but mostly scuffed gems! - Join Bradyyy and The Bradyyy Bunch Most weekdays. Check out Bradyyy's panels below!;Bradyyy;18973;2
117899130;cr4sh_override;2016-03-05T22:42:30.009573Z;X Mixer partnered streamer Twitch Affiliated working to hopefully be a Twitch partner Hi Welcome to my channel and please feel free to show some love with a follow. Thank you sooo much for watching! I am a 40+ year old gamer on my 14th year on xbox with no plans of  growing up anytime soon!;CR4SH_OVERRIDE;27621;2
79043049;mrpeace_;2015-01-06T03:03:39.944951Z;Adım Barış Oyunlarda genelde MrPeace_ adı ile oynuyorum. Elimden geldiğince FPS ve Diğer türlerde oyunların yayınlarınını yapacağım.;MrPeace_;3862;2
468341796;gumhaven;2019-10-21T02:11:50.485592Z;Pro Artist, Trash Gamer, and Total Degen  - let's hang out!;gumhaven;9379;2
232977720;m4maverick85;2018-06-21T07:41:10.992919Z;Thanks for viewing my twitch channel, I really appreciate it!! My name is Lawrence I love gaming as ive been playing since I was 5 yrs old. I play call of duty, but also racing and fighting games. I would consider myself an average player, but im getting better. I hope you enjoy my content!!;m4maverick85;581;2
208979758;edguuurr;2018-03-27T03:01:51.874627Z;"Tired of the same old boring twitch channels? Well add a new one to your following list!! Join us and have some fun! You'll have a blast listening to all the dumb stuff we say, and all the average gameplay we think is good &gt;.&gt; ";edguuurr;617;2
155167879;imamuracross;2017-04-30T02:38:26.436511Z;"Hey there, I'm ImamuraCross; 'Ima' for short! Other than daily streaming, I dabble in a lot of things like art, writing, VA, etc. I guess I just really enjoy creating stuff? I hope you enjoy your stay here, and have an excellent day!";ImamuraCross;54690;2
437013368;blackdahliaxx13;2019-05-22T12:02:08.669424Z;Late night gamer, Destiny 2 player, and Last Rites member. ;BlacKDahliaXX13;116703;2
189418687;rias_gremoryvr;2018-01-07T18:00:59.956839Z;Variety Gamer! I am streaming many games as i can that i really like! I am a Unique person with a nice great personality and being a Unique Content Creator I am a friendly an a little bit shy, social + a nice person to talk and play with. I am a BIG CUTIE + My own FAMOUS GODDAMMIT word!;Rias_GremoryVR;54821;2
57085074;grey_nunsei;2014-02-18T13:20:30.708495Z;I play games and sometimes I talk.;Grey_NunSei;92826;2
114122033;sammyriver;2016-01-28T16:50:01.87471Z;No luck;sammyriver;2742;2
523108130;mrtencerekapa;2020-04-30T11:43:14.170301Z;Merhaba arkadaşlar ben Ata 20 yaşında universite öğrencisiyim kocaeli izmitte yaşıyorum hobi amaçlı yayın yapmayı deniyorum iyi seyirler :);MrTEncereKapa;4280;2
111928718;ottomus_prime;2016-01-07T00:57:20.315771Z;"Call me Otto ;) - A variety streamer, streaming daily at 4:30pm MST. There aren't too many games that I won't play at least once, so give me your favorite game suggestions. Come hang out! For business inquiries: ottomus.prime.tv@gmail.com";Ottomus_Prime;39578;2
133923954;vollyhd;2016-09-04T14:06:47.83771Z;;VollyHD;85699;2
79194564;b_r_a_n_o_;2015-01-07T23:06:46.779275Z;Hi I'm Brano I'm from Ireland and I love to play games. I want to build a community around games like FIFA,COD and many more so if you like the content hit that follow button and lets do this.;b_r_a_n_o_;1938;2
30491917;mangogo577;2012-05-13T07:32:18.996838Z;叫我芒果就可以了My name is Mango歡迎一起瘋遊戲;好一顆芒果;151531;2
185728815;itsraxl;2017-12-13T23:25:12.695371Z;hola que tal, Mi nombre en Raul, Chileno, fanatico de los Videojuegos, la tecnologia y los Autos. con ganas de mejorar el mundo, aunque sea lo mas basico. Acompañame.;ItsRaxl;968;2
648878796;kinnekomeow;2021-02-11T16:54:05.400124Z;Variety streamer from SEA. Currently playing: Fallout 4, Death Stranding and Skyrim. (Playing Detroit: become human in my free time)  ฅ(=චᆽච=ฅ);KinnekoMeow;1200;2
486901240;siegbruh;2020-01-20T07:24:34.981431Z;Fat Onion;Siegbruh;37675;2
